Frequency (Hz)	Level (dB)
620.117188	-70.226723
621.093750	-71.064453
622.070312	-70.115799
623.046875	-71.063469
624.023438	-70.844139
625.000000	-70.686737
625.976562	-71.897995
626.953125	-71.648499
627.929688	-70.381836
628.906250	-70.742615
629.882812	-71.768433
630.859375	-70.762352
631.835938	-71.925919
632.812500	-71.528023
633.789062	-71.479935
634.765625	-70.739876
635.742188	-71.530663
636.718750	-72.180359
637.695312	-71.983948
638.671875	-73.259315
639.648438	-73.188255
640.625000	-72.707626
641.601562	-72.182724
642.578125	-72.724869
643.554688	-72.419106
644.531250	-73.129059
645.507812	-72.449608
646.484375	-73.155556
647.460938	-72.670944
648.437500	-73.497643
649.414062	-72.691536
650.390625	-73.171249
651.367188	-72.478958
652.343750	-72.684441
653.320312	-73.553520
654.296875	-73.507507
655.273438	-73.215004
656.250000	-72.892296
657.226562	-73.467316
658.203125	-73.085724
659.179688	-73.055786
660.156250	-73.659325
661.132812	-73.529572
662.109375	-73.770767
663.085938	-73.948158
664.062500	-74.186409
665.039062	-74.672707
666.015625	-74.732773
666.992188	-74.521423
667.968750	-73.471581
668.945312	-74.157356
669.921875	-74.291733
670.898438	-74.220612
671.875000	-74.153664
672.851562	-73.669395
673.828125	-73.663246
674.804688	-74.126183
675.781250	-74.597748
676.757812	-75.180145
677.734375	-75.030869
678.710938	-74.555046
679.687500	-74.013710
680.664062	-74.773087
681.640625	-74.638771
682.617188	-74.978844
683.593750	-74.141365
684.570312	-74.806000
685.546875	-74.585777
686.523438	-75.078400
687.500000	-75.826622
688.476562	-74.525665
689.453125	-75.001015
690.429688	-74.998177
691.406250	-74.531311
692.382812	-74.972153
693.359375	-75.512581
694.335938	-75.138100
695.312500	-75.227486
696.289062	-75.447189
697.265625	-74.988754
698.242188	-75.282120
699.218750	-75.580017
700.195312	-75.949738
701.171875	-75.381721
702.148438	-75.306313
703.125000	-74.687256
704.101562	-75.930885
705.078125	-75.886497
706.054688	-75.505287
707.031250	-74.730057
708.007812	-75.049873
708.984375	-75.456398
709.960938	-75.836815
710.937500	-75.745941
711.914062	-75.854935
712.890625	-75.065331
713.867188	-75.189354
714.843750	-75.172920
715.820312	-74.869835
716.796875	-76.208656
717.773438	-76.118576
718.750000	-75.479477
719.726562	-75.867638
720.703125	-75.124977
721.679688	-75.975357
722.656250	-75.610374
723.632812	-75.068382
724.609375	-74.869812
725.585938	-75.644279
726.562500	-75.324356
727.539062	-75.569733
728.515625	-74.604782
729.492188	-75.892410
730.468750	-75.308067
731.445312	-75.294250
732.421875	-75.576187
733.398438	-75.015495
734.375000	-74.666016
735.351562	-74.914284
736.328125	-74.796318
737.304688	-74.769867
738.281250	-74.991173
739.257812	-74.317085
740.234375	-73.853584
741.210938	-75.711075
742.187500	-75.119698
743.164062	-74.682243
744.140625	-74.360252
745.117188	-74.391853
746.093750	-74.226089
747.070312	-75.204407
748.046875	-75.108421
749.023438	-74.610771
750.000000	-74.395378
750.976562	-74.627235
751.953125	-74.651154
752.929688	-74.787849
753.906250	-73.964134
754.882812	-73.903625
755.859375	-73.788033
756.835938	-74.748909
757.812500	-73.570328
758.789062	-73.342056
759.765625	-73.676384
760.742188	-73.329369
761.718750	-73.878426
762.695312	-73.698334
763.671875	-74.568718
764.648438	-74.676407
765.625000	-74.028954
766.601562	-73.507462
767.578125	-73.977715
768.554688	-73.249237
769.531250	-73.022812
770.507812	-73.414848
771.484375	-73.504112
772.460938	-73.318123
773.437500	-73.335426
774.414062	-73.059464
775.390625	-73.604652
776.367188	-72.732574
777.343750	-73.754105
778.320312	-72.244812
779.296875	-72.606812
780.273438	-73.342201
781.250000	-73.180023
782.226562	-72.991112
783.203125	-73.121178
784.179688	-71.897568
785.156250	-72.017830
786.132812	-71.834442
787.109375	-72.145363
788.085938	-72.071457
789.062500	-72.082695
790.039062	-72.547455
791.015625	-71.969711
791.992188	-71.578453
792.968750	-71.722458
793.945312	-71.712402
794.921875	-71.645737
795.898438	-71.830482
796.875000	-71.734131
797.851562	-70.762886
798.828125	-71.250648
799.804688	-71.693855
800.781250	-71.093521
801.757812	-71.616776
