Frequency (Hz)	Level (dB)
963.867188	-72.336021
964.843750	-71.859543
965.820312	-72.964333
966.796875	-73.353523
967.773438	-72.765793
968.750000	-72.089539
969.726562	-72.209641
970.703125	-72.192657
971.679688	-72.186188
972.656250	-72.205345
973.632812	-72.269791
974.609375	-73.086624
975.585938	-72.773544
976.562500	-72.138023
977.539062	-72.160378
978.515625	-72.247200
979.492188	-72.091019
980.468750	-71.427574
981.445312	-71.113388
982.421875	-71.364182
983.398438	-71.692848
984.375000	-71.850044
985.351562	-71.704475
986.328125	-71.088402
987.304688	-71.085945
988.281250	-70.554199
989.257812	-70.951149
990.234375	-71.966362
991.210938	-71.190392
992.187500	-70.699829
993.164062	-70.772308
994.140625	-69.855194
995.117188	-70.635574
996.093750	-69.422905
997.070312	-70.520973
998.046875	-69.974060
999.023438	-69.681099
1000.000000	-69.772964
1000.976562	-70.373665
1001.953125	-69.491379
1002.929688	-69.126266
1003.906250	-69.859100
1004.882812	-70.085007
1005.859375	-69.257553
1006.835938	-69.804512
1007.812500	-69.645180
1008.789062	-69.979347
1009.765625	-69.218758
1010.742188	-68.650665
1011.718750	-68.797928
1012.695312	-67.333488
1013.671875	-68.148376
1014.648438	-68.084732
1015.625000	-67.504242
1016.601562	-68.329155
1017.578125	-67.984268
1018.554688	-67.420921
1019.531250	-68.628441
1020.507812	-67.040710
1021.484375	-66.816757
1022.460938	-66.939430
1023.437500	-66.671097
1024.414062	-66.121857
1025.390625	-65.901985
1026.367188	-66.033936
1027.343750	-65.612259
1028.320312	-65.153130
1029.296875	-65.473549
1030.273438	-64.818832
1031.250000	-64.699547
1032.226562	-64.957390
1033.203125	-64.234200
1034.179688	-64.078766
1035.156250	-64.308861
1036.132812	-63.910938
1037.109375	-64.737083
1038.085938	-63.557747
1039.062500	-63.253483
1040.039062	-63.240562
1041.015625	-63.062176
1041.992188	-62.271996
1042.968750	-62.159000
1043.945312	-62.145908
1044.921875	-61.582932
1045.898438	-61.192898
1046.875000	-61.489990
1047.851562	-61.483807
1048.828125	-61.573761
1049.804688	-60.789677
1050.781250	-59.317127
1051.757812	-59.591908
1052.734375	-59.905796
1053.710938	-59.377716
1054.687500	-59.059273
1055.664062	-58.810829
1056.640625	-59.247093
1057.617188	-58.741829
1058.593750	-59.003399
1059.570312	-58.507664
1060.546875	-59.294029
1061.523438	-58.468372
1062.500000	-58.895523
1063.476562	-59.436054
1064.453125	-58.660568
1065.429688	-58.373154
1066.406250	-59.801533
1067.382812	-58.281364
1068.359375	-58.861038
1069.335938	-58.912956
1070.312500	-59.715488
1071.289062	-60.053791
1072.265625	-60.163532
1073.242188	-60.309772
1074.218750	-60.097523
1075.195312	-59.618576
1076.171875	-60.738850
1077.148438	-60.691505
1078.125000	-61.230095
1079.101562	-61.000343
1080.078125	-60.387020
1081.054688	-61.946011
1082.031250	-62.344505
1083.007812	-61.961437
1083.984375	-62.503727
1084.960938	-63.792934
1085.937500	-62.613632
1086.914062	-62.936657
1087.890625	-63.703537
1088.867188	-63.964062
1089.843750	-62.901093
1090.820312	-63.155365
1091.796875	-64.073204
1092.773438	-64.472542
1093.750000	-64.963219
1094.726562	-64.071228
1095.703125	-64.081215
1096.679688	-64.984024
1097.656250	-65.102364
1098.632812	-65.610313
1099.609375	-65.671112
1100.585938	-66.192940
1101.562500	-65.477562
1102.539062	-65.249474
