Frequency (Hz)	Level (dB)
1117.187500	-64.305946
1118.164062	-65.579239
1119.140625	-65.348251
1120.117188	-64.667175
1121.093750	-64.338898
1122.070312	-65.126587
1123.046875	-65.709846
1124.023438	-64.901421
1125.000000	-65.762764
1125.976562	-65.807289
1126.953125	-65.668488
1127.929688	-66.375092
1128.906250	-66.068886
1129.882812	-67.202034
1130.859375	-66.937553
1131.835938	-67.250961
1132.812500	-66.910660
1133.789062	-66.817551
1134.765625	-68.241882
1135.742188	-66.093613
1136.718750	-66.902779
1137.695312	-68.638374
1138.671875	-67.498985
1139.648438	-67.872665
1140.625000	-68.755989
1141.601562	-68.735443
1142.578125	-68.700462
1143.554688	-68.632111
1144.531250	-69.761559
1145.507812	-69.512627
1146.484375	-68.145332
1147.460938	-69.038582
1148.437500	-68.720726
1149.414062	-69.361977
1150.390625	-69.858719
1151.367188	-69.464516
1152.343750	-69.532692
1153.320312	-69.129829
1154.296875	-69.541862
1155.273438	-69.442192
1156.250000	-69.722023
1157.226562	-69.229149
1158.203125	-70.515427
1159.179688	-70.446304
1160.156250	-70.641205
1161.132812	-70.564751
1162.109375	-70.894066
1163.085938	-71.227127
1164.062500	-71.925346
1165.039062	-71.505440
1166.015625	-71.795898
1166.992188	-71.252075
1167.968750	-71.203506
1168.945312	-72.051147
1169.921875	-71.101379
1170.898438	-72.302895
1171.875000	-71.392235
1172.851562	-71.293533
1173.828125	-72.322525
1174.804688	-72.277580
1175.781250	-72.245476
1176.757812	-71.637169
1177.734375	-71.933823
1178.710938	-72.842934
1179.687500	-71.935318
1180.664062	-71.627594
1181.640625	-72.957939
1182.617188	-72.292557
1183.593750	-72.965256
1184.570312	-72.610611
1185.546875	-73.809341
1186.523438	-73.541695
1187.500000	-73.323105
1188.476562	-73.072754
1189.453125	-72.858452
1190.429688	-72.787437
1191.406250	-73.270561
1192.382812	-73.468193
1193.359375	-73.599937
1194.335938	-74.197868
1195.312500	-73.020119
1196.289062	-74.209923
1197.265625	-73.628693
1198.242188	-73.771645
1199.218750	-73.959015
1200.195312	-73.308945
1201.171875	-73.645477
1202.148438	-74.389122
1203.125000	-73.971840
1204.101562	-74.191360
1205.078125	-73.706169
1206.054688	-74.204529
1207.031250	-74.569023
1208.007812	-74.416527
1208.984375	-75.682518
1209.960938	-74.068604
1210.937500	-74.061607
1211.914062	-74.259819
1212.890625	-73.733711
1213.867188	-73.799690
